번호,RMS ID,현장명,대수,전화번호,비고,,횟수,,시작시간,종료시간
1142, 15-001380, 숭의동204-2다세대신축, , 012-2044-3756, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001380_2005.001, 1, , 0627 152952, 0627 153107
1143, 17-001677, 주안동877-10다세대, , 012-2474-1267, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001677_2005.001, 1, , 0627 153107, 0627 153213
1144, 17-000576, 도화동472-6신축, , 012-2048-6706, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000576_2005.001, 1, , 0627 153213, 0627 153330
1150, 18-004017, M-서창센트럴푸르지오(대우서창푸르지오), , 012-2006-7362, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004017_2005.001, 1, , 0627 153614, 0627 155004
1151, 18-004019, M-서창센트럴푸르지오(대우서창푸르지오), , 012-2006-7927, OK - 다운로드 성공 - 대수 불일치 : 5, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004019_2005.001, 1, , 0627 155005, 0627 155840
1152, 18-003795, 주안동916-1(센스빌), , 012-2014-3353, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003795_2005.001, 1, , 0627 155840, 0627 155958
1154, 14-124911, 리빙플라자(송내점)(삼성디지털프라자 부천, , 012-2058-1709, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-124911(18-003220)_2005.001, 1, , 0627 160048, 0627 160159
1159, 18-001152, 산곡2동부마초등학교[식별번호:4-33], , 012-2080-8841, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001152_2005.001, 1, , 0627 160514, 0627 160708
1160, 19-000340, 부평동뉴현대팰리스1차[식별번호:4-13], , 012-2052-1452, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000340_2005.001, 1, , 0627 160708, 0627 160812
1163, 16-003188, 김해장유율하중앙하이츠APT, , 012-2011-0522, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-003188_2005.001, 1, , 0627 161022, 0627 161912
1164, 16-003188, 김해장유율하중앙하이츠APT, , 012-2011-0522, OK - 다운로드 파일 존재, 16-003188_2005.001, , , 0627 161913, 0627 161913
1165, 16-003188, 김해장유율하중앙하이츠APT, , 012-2011-0522, OK - 다운로드 파일 존재, 16-003188_2005.001, , , 0627 161913, 0627 161913
1166, 16-003188, 김해장유율하중앙하이츠APT, , 012-2011-0522, OK - 다운로드 파일 존재, 16-003188_2005.001, , , 0627 161914, 0627 161914
1167, 16-003188, 김해장유율하중앙하이츠APT, , 012-2011-0522, OK - 다운로드 파일 존재, 16-003188_2005.001, , , 0627 161915, 0627 161915
1176, 19-000192, M-김해주촌삼정그린코아(김해센텀Q시티), , 012-2004-1460, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000192_2005.001, 1, , 0627 162520, 0627 163428
1177, 19-000192, M-김해주촌삼정그린코아(김해센텀Q시티), , 012-2004-1460, OK - 다운로드 파일 존재, 19-000192_2005.001, , , 0627 163429, 0627 163429
1178, 19-000192, M-김해주촌삼정그린코아(김해센텀Q시티), , 012-2004-1460, OK - 다운로드 파일 존재, 19-000192_2005.001, , , 0627 163430, 0627 163430
1179, 19-000192, M-김해주촌삼정그린코아(김해센텀Q시티), , 012-2004-1460, OK - 다운로드 파일 존재, 19-000192_2005.001, , , 0627 163431, 0627 163431
1180, 19-000192, M-김해주촌삼정그린코아(김해센텀Q시티), , 012-2004-1460, OK - 다운로드 파일 존재, 19-000192_2005.001, , , 0627 163431, 0627 163431
1181, 19-000192, M-김해주촌삼정그린코아(김해센텀Q시티), , 012-2004-1460, OK - 다운로드 파일 존재, 19-000192_2005.001, , , 0627 163432, 0627 163432
1182, 19-000192, M-김해주촌삼정그린코아(김해센텀Q시티), , 012-2004-1460, OK - 다운로드 파일 존재, 19-000192_2005.001, , , 0627 163433, 0627 163433
1183, 19-000192, M-김해주촌삼정그린코아(김해센텀Q시티), , 012-2004-1460, OK - 다운로드 파일 존재, 19-000192_2005.001, , , 0627 163433, 0627 163434
1184, 17-003615, 진해경인아네뜨(창선동7-1. 편백로20번길6-, , 012-2400-2894, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003615_2005.001, 1, , 0627 163434, 0627 163550
1185, 19-001592, 마산메트로시티아파트(한림&태영), , 012-2004-8060, OK - 다운로드 성공 - 대수 불일치 : 4, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001592_2005.001, 1, , 0627 163551, 0627 163924
1186, 19-001592, 마산메트로시티아파트(한림&태영), , 012-2004-8060, OK - 다운로드 파일 존재, 19-001592_2005.001, , , 0627 163925, 0627 163925
1187, 19-001592, 마산메트로시티아파트(한림&태영), , 012-2004-8060, OK - 다운로드 파일 존재, 19-001592_2005.001, , , 0627 163925, 0627 163925
1194, 16-000588, 대구이시아폴리스더샵2차, , 012-2048-5974, OK - 다운로드 파일 존재, 16-000588_2005.001, , , 0627 164418, 0627 164418
1201, 16-000574, 블루앤파크, , 012-2048-5967, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000574_2005.001, 1, , 0627 164911, 0627 165021
1204, 18-004538, 스튜디오리움(복현동근린시설), , 012-2042-1683, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004538_2005.001, 1, , 0627 165159, 0627 165302
1206, 14-091211, 비산동31번지근린생활(인성빌딩), , 012-2017-7714, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-091211_2005.001, 1, , 0627 165355, 0627 165502
1211, 14-107211, 두류동다세대주택(에버그린), , 012-2056-0794, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-107211_2005.001, 1, , 0627 165815, 0627 165921
1212, 14-117111, 남산동하늘정원, , 012-2053-1455, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-117111_2005.001, 1, , 0627 165922, 0627 170035
1213, 14-117311, 평리동1333-13단독주택(평리리치빌), , 012-2056-1455, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-117311_2005.001, 1, , 0627 170036, 0627 170150
1214, 14-143111, 내당동다가구(라인빌), , 012-2070-1163, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-143111_2005.001, 1, , 0627 170151, 0627 170304
1215, 15-000543, AR모텔(아람장모텔), , 012-2058-8422, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000543_2005.001, 1, , 0627 170304, 0627 170410
1216, 15-000545, 성당동숙박시설(스타모텔), , 012-2056-8423, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000545_2005.001, 1, , 0627 170411, 0627 170519
1221, 15-001071, 공평동91-2원룸(러브하우스), , 012-2041-0678, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001071_2005.001, 1, , 0627 170835, 0627 170945
1222, 15-001560, 대구봉덕동우성빌딩, , 012-2080-1294, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001560_2005.001, 1, , 0627 170945, 0627 171104
1223, 15-001565, 이천동주상복합(조은사람조은집), , 012-2080-1299, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001565_2005.001, 1, , 0627 171104, 0627 171218
1225, 15-001574, 세원빌딩(온뷰티 미용학원), , 012-2080-1310, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001574_2005.001, 1, , 0627 171308, 0627 171417
1227, 16-000565, 봉산동137-21근생(경원빌딩), , 012-2048-5958, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000565_2005.001, 1, , 0627 171507, 0627 171616
1232, 17-001973, 대명동177-6아파트(아리랑빌라트), , 012-2425-1872, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001973_2005.001, 1, , 0627 172129, 0627 173254
1233, 17-002750, 서야동115다가구주택(아너스), , 012-2438-1159, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002750_2005.001, 1, , 0627 173255, 0627 173411
1240, 18-002191, 동산동15-20다가구주택(대건팰리스), , 012-2040-3667, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-002191_2005.001, 1, , 0627 173904, 0627 174013
1241, 18-002189, 대명동1721-17신축, , 012-2006-4487, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-002189_2005.001, 1, , 0627 174014, 0627 174124
1243, 18-004537, 봉산동엘리트코스, , 012-2042-0695, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004537_2005.001, 1, , 0627 174213, 0627 174321
1246, 15-000569, 율하동근생(아이에스빌딩), , 012-2054-8428, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000569_2005.001, 1, , 0627 174459, 0627 174621
1247, 15-002090, 대구혁신도시서한이다음1차, , 012-2067-0649, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002090_2005.001, 1, , 0627 174621, 0627 175456
1248, 16-000091, 신서혁신도시1072-5근생(HM빌딩), , 012-2096-1629, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000091_2005.001, 1, , 0627 175457, 0627 175603
1250, 16-002140, 각산동383-8근생(각산아이에스빌딩), , 012-2069-3841, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002140_2005.001, 1, , 0627 175652, 0627 175754
1252, 16-004115, 율하동251다가구주택신축공사(진경), , 012-2098-8771, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004115_2005.001, 1, , 0627 175843, 0627 175949
1258, 19-002753, BIFC 2단계 (M-BIFC2단계)(1공구)(2공구), , 012-2068-2440, OK - 다운로드 성공 - 대수 불일치 : 7, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002753_2005.001, 1, , 0627 180329, 0627 181028
1259, 19-002753, BIFC 2단계 (M-BIFC2단계)(1공구)(2공구), , 012-2068-2440, OK - 다운로드 파일 존재, 19-002753_2005.001, , , 0627 181029, 0627 181029
1260, 19-002753, BIFC 2단계 (M-BIFC2단계)(1공구)(2공구), , 012-2068-2440, OK - 다운로드 파일 존재, 19-002753_2005.001, , , 0627 181030, 0627 181030
1261, 19-002753, BIFC 2단계 (M-BIFC2단계)(1공구)(2공구), , 012-2068-2440, OK - 다운로드 파일 존재, 19-002753_2005.001, , , 0627 181031, 0627 181031
1267, 15-000068, 전주교육지원청사, , 012-2052-3674, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000068_2005.001, 1, , 0627 181538, 0627 181641
1270, 17-005499, 신원리뷰웰아파트, , 012-2010-5692, OK - 다운로드 성공 - 대수 불일치 : 5, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-005499_2005.001, 1, , 0627 181819, 0627 182612
1273, 18-003576, 동서학동93-5근생(무궁화테마빌딩), , 012-2478-5645, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003576_2005.001, 1, , 0627 182751, 0627 182909
1275, 18-003518, 우아동웰스페이스, , 012-2058-2338, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003518_2005.001, 1, , 0627 182958, 0627 183121
1286, 19-001278, 덕진구만성동1365-5근생시설(스카이빌딩), , 012-2044-6065, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001278_2005.001, 1, , 0627 183855, 0627 184014
1292, 14-010921, 제주권역재활병원(제주재활전문병원), , 012-2019-1142, OK - 다운로드 성공 - RMSID 불일치 (2), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-010921(14-010911)_2005.001, 1, , 0627 184418, 0627 184714
1293, 14-010921, 제주권역재활병원(제주재활전문병원), , 012-2019-1142, OK - 다운로드 파일 존재, 14-010921(14-010911)_2005.001, , , 0627 184714, 0627 184714
1295, 14-093311, 서귀동천지연호텔(새섬리조트), , 012-2009-7718, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-093311_2005.001, 1, , 0627 184804, 0627 184912
1297, 15-001975, 서홍동온주빌리지, , 012-2084-2753, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001975_2005.001, 1, , 0627 185001, 0627 185242
1301, 16-002433, 성산포사랑(성산리 근생 및 다가구), , 012-2086-6700, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002433_2005.001, 1, , 0627 185509, 0627 185613
1302, 16-001363, 목재문화체험장, , 012-2424-0372, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001363_2005.001, 1, , 0627 185614, 0627 185730
1303, 16-003863, 영화빌(고성리1052-3다가구.A.B), , 012-2433-3323, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-003863(16-003864)_2005.001, 1, , 0627 185730, 0627 185834
1305, 17-000348, 서귀동오렌지호스텔, , 012-2052-5738, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000348_2005.001, 1, , 0627 185924, 0627 190029
1309, 17-002649, 디에스빌2차(성산읍오조리도시형생활주택), , 012-2432-3746, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002649_2005.001, 1, , 0627 190254, 0627 190400
1310, 17-002650, 디에스빌2차(성산읍오조리도시형생활주택), , 012-2432-3747, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002650_2005.001, 1, , 0627 190400, 0627 190505
1311, 17-002880, 표선제이파크빌(표선하천48-3), , 012-2042-0048, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002880(17-002881)_2005.001, 1, , 0627 190505, 0627 190613
1318, 19-001321, 위미리1694, , 012-2012-7865, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001321_2005.001, 1, , 0627 191106, 0627 191222
1319, 19-001323, 위미리16947-1, , 012-2012-7954, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001323_2005.001, 1, , 0627 191223, 0627 191337
1334, 16-004317, 아펠리움 101동.102동, , 012-2072-0368, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004317_2005.001, 1, , 0627 192318, 0627 192420
1340, 17-004917, 아펠리움 103동. 104동, , 012-2438-0969, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004917_2005.001, 1, , 0627 192825, 0627 192942
1343, 17-004253, 아펠리움 103동. 104동, , 012-2438-0970, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004253_2005.001, 1, , 0627 193053, 0627 193159
1345, 17-005208, 도남동696-1, , 012-2459-3012, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-005208_2005.001, 1, , 0627 193246, 0627 193357
1354, 18-004730, 용담이동801-1다가구, , 012-2003-3482, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004730_2005.001, 1, , 0627 194056, 0627 194218
1359, 14-017611, 안영동698-2(뿌리공원)(부성빌딩), , 012-2018-1506, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-017611_2005.001, 1, , 0627 194533, 0627 194653
1361, 19-001391, 사랑샘교회, , 012-2427-5734, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001391(18-004629)_2005.001, 1, , 0627 194742, 0627 194857
1362, 15-001218, 복용동619-3근생(드림하우스), , 012-2042-1142, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001218_2005.001, 1, , 0627 194857, 0627 195007
1363, 16-000103, 탄방동660 메타스퀘어, , 012-2096-1642, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000103_2005.001, 1, , 0627 195008, 0627 195224
1364, 16-000103, 탄방동660 메타스퀘어, , 012-2096-1642, OK - 다운로드 파일 존재, 16-000103_2005.001, , , 0627 195225, 0627 195225
1367, 16-004468, 포스코아산더샵레이크시티3차, , 012-2045-1899, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004468_2005.001, 1, , 0627 195403, 0627 200101
1368, 16-004468, 포스코아산더샵레이크시티3차, , 012-2045-1899, OK - 다운로드 파일 존재, 16-004468_2005.001, , , 0627 200101, 0627 200101
1369, 16-004468, 포스코아산더샵레이크시티3차, , 012-2045-1899, OK - 다운로드 파일 존재, 16-004468_2005.001, , , 0627 200102, 0627 200102
1370, 16-004468, 포스코아산더샵레이크시티3차, , 012-2045-1899, OK - 다운로드 파일 존재, 16-004468_2005.001, , , 0627 200103, 0627 200103
1371, 16-004468, 포스코아산더샵레이크시티3차, , 012-2045-1899, OK - 다운로드 파일 존재, 16-004468_2005.001, , , 0627 200103, 0627 200103
1372, 16-004468, 포스코아산더샵레이크시티3차, , 012-2045-1899, OK - 다운로드 파일 존재, 16-004468_2005.001, , , 0627 200104, 0627 200104
1373, 16-004468, 포스코아산더샵레이크시티3차, , 012-2045-1899, OK - 다운로드 파일 존재, 16-004468_2005.001, , , 0627 200105, 0627 200105
1374, 16-004468, 포스코아산더샵레이크시티3차, , 012-2045-1899, OK - 다운로드 파일 존재, 16-004468_2005.001, , , 0627 200105, 0627 200105
1375, 16-004469, 포스코아산더샵레이크시티3차, , 012-2045-1900, OK - 다운로드 파일 존재, 16-004469_2005.001, , , 0627 200106, 0627 200106
1376, 16-004469, 포스코아산더샵레이크시티3차, , 012-2045-1900, OK - 다운로드 파일 존재, 16-004469_2005.001, , , 0627 200107, 0627 200107
1377, 16-004469, 포스코아산더샵레이크시티3차, , 012-2045-1900, OK - 다운로드 파일 존재, 16-004469_2005.001, , , 0627 200108, 0627 200108
1378, 16-004469, 포스코아산더샵레이크시티3차, , 012-2045-1900, OK - 다운로드 파일 존재, 16-004469_2005.001, , , 0627 200108, 0627 200108
1379, 16-004469, 포스코아산더샵레이크시티3차, , 012-2045-1900, OK - 다운로드 파일 존재, 16-004469_2005.001, , , 0627 200109, 0627 200109
1380, 16-004471, 포스코아산더샵레이크시티3차, , 012-2459-1901, OK - 다운로드 파일 존재, 16-004471_2005.001, , , 0627 200110, 0627 200110
1390, 18-001866, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8756, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001866_2005.001, 1, , 0627 200808, 0627 201008
1392, 19-000413, 불당동1843 근생, , 012-2008-9702, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000413(19-000412)_2005.001, 1, , 0627 201057, 0627 201225
1397, 14-092422, 두정동1332외1필지주상복합신축공사, , 012-2014-7716, OK - 다운로드 성공 - RMSID 불일치 (2), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-092422(14-092421)_2005.001, 1, , 0627 201541, 0627 201740
1398, 14-110121, 舊안성식당, , 012-2059-0797, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-110121_2005.001, 1, , 0627 201741, 0627 201845
1399, 14-110122, 舊안성식당, , 012-2050-0798, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-110122_2005.001, 1, , 0627 201846, 0627 201951
1400, 14-109821, 천안시신부동공사동영건설스카이타워, , 012-2054-0797, OK - 다운로드 성공 - 대수 불일치 : 3, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-109821_2005.001, 1, , 0627 201952, 0627 202336
1401, 15-000340, 단국대천안캠퍼스학사재, , 012-2070-7227, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000340_2005.001, 1, , 0627 202336, 0627 202452
1404, 15-001516, 오룡동123-9근생, , 012-2044-6170, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001516_2005.001, 1, , 0627 202630, 0627 202738
1409, 16-001863, 천안가온중학교교사신축공사, , 012-2428-3270, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001863_2005.001, 1, , 0627 203053, 0627 203200
1414, 17-001057, 병천리301-3도시형생활주택, , 012-2470-0941, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001057_2005.001, 1, , 0627 203459, 0627 203613
1415, 17-001999, 청당동560, , 012-2430-0298, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001999_2005.001, 1, , 0627 203613, 0627 203720
1418, 14-004211, 천안성결원(성결실비노인요양원), , 012-2018-1146, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-004211_2005.001, 1, , 0627 203858, 0627 204556
1419, 18-002448, 용정리853-105다가구, , 012-2011-2120, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-002448_2005.001, 1, , 0627 204557, 0627 204707
1422, 19-000209, 목천그린시아, , 012-2004-3949, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000209_2005.001, 1, , 0627 204845, 0627 204955
9, 19-003476, 개포동1240-8근생, , 012-2043-5694, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003476_2005.001, 2, , 0627 205802, 0627 205918
21, 17-001014, 양재그린빌(102.103동)(반트하임), , 012-2425-1738, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001014_2005.001, 2, , 0627 210054, 0627 210201
24, 17-003525, 청담동19-22(대현빌딩), , 012-2081-5856, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003525_2005.001, 2, , 0627 210251, 0627 210357
25, 17-003768, 석촌동M호텔, , 012-2438-1367, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003768_2005.001, 2, , 0627 210358, 0627 210543
26, 17-003768, 석촌동M호텔, , 012-2438-1367, OK - 다운로드 파일 존재, 17-003768_2005.001, 1, , 0627 210543, 0627 210543
40, 15-003033, 남현동삼원하이츠10차, , 012-2095-3213, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-003033_2005.001, 2, , 0627 211254, 0627 211407
57, 17-003937, 방배동830-12(에이스빌딩), , 012-2459-2952, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003937(17-005478)_2005.001, 2, , 0627 212435, 0627 212547
90, 19-000100, 단구동571-7, , 01220185107, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000100_2005.001, 2, , 0627 214336, 0627 214456
100, 14-113211, 성산동재규어&랜드로버서비스, , 012-2057-0808, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-113211_2005.001, 2, , 0627 214723, 0627 214903
101, 15-003016, 대현동피아노호텔, , 012-2095-3190, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-003016_2005.001, 2, , 0627 214904, 0627 215022
107, 18-001822, 용문동동영빌(용문동4-1), , 012-2448-1191, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001822_2005.001, 2, , 0627 215112, 0627 215230
108, 17-003226, 북가좌동278-16.17, , 012-2448-1342, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003226_2005.001, 2, , 0627 215231, 0627 215346
115, 18-004120, 서교동335-3 인향빌딩, , 012-2010-8845, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004120_2005.001, 2, , 0627 215701, 0627 215814
133, 15-000240, 용현동295-1(골든피아), , 012-2053-6376, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000240_2005.001, 2, , 0627 220401, 0627 220545
144, 17-001212, 도봉동569-10(예원21), , 012-2084-4987, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001212_2005.001, 2, , 0627 221217, 0627 221332
160, 18-000817, (우성팰리스2동)가능동608-7.8, , 012-2459-3010, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000817_2005.001, 2, , 0627 222107, 0627 222224
161, 18-000819, 도봉동352-6, , 012-2044-4884, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000819_2005.001, 2, , 0627 222224, 0627 222339
185, 15-001399, 화곡동제이와이(jy)팰리스, , 012-2044-3777, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001399_2005.001, 2, , 0627 223547, 0627 223655
